dept,sub
商學院,國際貿易法
商學院,國貿英文(二)
商學院,WTO與兩岸經貿
商學院,貨物運輸保險實務
商學院,跨國經營文化溝通
商學院,跨文化領導
商學院,財報分析實務
商學院,大陸與東協台商管理實務
商學院,大陸與東協台商資金管理
商學院,海外實習導論
商學院,面試英文
商學院,國際廣告策略
商學院,國際市場開發與管理
商學院,國際企業併購
商學院,專業實習
商學院,國際付款條件個案討論
商學院,國際企業概論
商學院,英語聽講訓練
商學院,國際觀與全球視野
商學院,國際金融市場與投資
商學院,亞太經貿專題
商學院,英文專業書報研讀
商學院,產業與策略管理個案研討
商學院,財稅概論
商學院,租稅原理
商學院,租稅法(二)
商學院,個體經濟學(二)
商學院,記帳相關法規
商學院,所得稅理論與制度
商學院,財政學(二)
商學院,管理會計實習
商學院,大陸租稅
商學院,土地稅
商學院,租稅實習
商學院,統計資料分析
商學院,資料庫管理
商學院,線性代數(二)
商學院,多變量分析
商學院,統計預測方法
商學院,統計預測方法實習
商學院,應用數理統計學(二)
商學院,應用數理統計學(二)實習
商學院,保險數學
商學院,機器學習
商學院,個體經濟學(二)實習
商學院,總體經濟學(二)
商學院,總體經濟學(二)實習
商學院,行為經濟學
商學院,資料探勘
商學院,金融操作實務
商學院,家計經濟學
商學院,貨幣銀行學(二)
商學院,賽局與經濟
商學院,實證方法與應用
商學院,合作經濟學
商學院,心理學
商學院,合作經濟思想史
商學院,專案管理
商學院,合作與非營利事業法規
商學院,社會資本
商學院,非營利與合作事業綜合研究(一)
商學院,服務業管理
商學院,社會企業實務(二)
商學院,國際企業文化
商學院,綠色營造與社區永續
商學院,公司財務
商學院,社會事業經營管理專業實習
商學院,行銷意象工程
商學院,行銷印象與形式展現
商學院,影像創作與視覺行銷
商學院,品牌與時尚學
商學院,產品設計與定價策略
商學院,敘事視覺化
商學院,茶道與生活空間之美
商學院,視覺傳達與品牌識別
商學院,虛實通路與超媒體設計
商學院,化妝品設計與風格
商學院,行銷研究與田野調查
商學院,品牌設計與行銷企劃
商學院,品牌設計與行銷企劃實習
商學院,日本企業美文化與行銷
商學院,服務流程與葡萄酒禮儀
商學院,品牌識別設計
商學院,通路全球化管理
商學院,網頁設計與內容行銷
商學院,品牌行銷企業實習
商學院,策略行銷管理
商學院,世界市場與中國社會
商學院,國際企業專題
商學院,國際行銷管理
商學院,大中華公司治理
商學院,資訊管理
商學院,留學與國際文化專題研討
理學院,線性代數(二)實習
理學院,分析導論
理學院,高等微積分(二)
理學院,高等微積分(二)實習
理學院,統計學
理學院,統計學實習
理學院,數值分析(一)
理學院,數值分析(一)實習
理學院,微分方程(二)
理學院,複利數學
理學院,演算法分析
理學院,離散數學實習
理學院,物件導向設計(二)
理學院,數理統計(二)
理學院,數學軟體
理學院,多媒體進階應用
理學院,專業實習(二)
理學院,統計專題
理學院,數學與金融企業實務
理學院,模擬專題
理學院,普通化學實驗
理學院,環境工程概論
理學院,環境生物學
理學院,工程數學(二)實習
理學院,水質分析
理學院,水質分析實驗
理學院,環境土壤學
理學院,大氣環境導論
理學院,生物統計
理學院,防火防爆
理學院,風險評估
理學院,環境變遷與永續發展
理學院,生態學
理學院,污水工程
理學院,有害廢棄物管理
理學院,毒化物管理概論
理學院,廢棄物處理與土壤污染實驗
理學院,儀器分析實驗
理學院,環境化學(二)
理學院,工業與環境毒物學
理學院,綠色工程
理學院,廢棄物資源化技術概論
理學院,環境專業實習
理學院,環安衛管理實務
綜合班,材料科學導論(二)
理學院,材料科學導論實習(二)
理學院,材料熱力學實習(二)
綜合班,材料熱力學(二)
理學院,材料基礎實驗(二)
理學院,物理冶金學實習(二)
綜合班,物理冶金學(二)
理學院,金屬加工與熱處理
理學院,高分子材料學
理學院,X光繞射原理
理學院,光電材料學
理學院,先進光學鍍膜實驗
理學院,奈米粉體製程實驗
理學院,智能薄膜製程與量測實驗
理學院,微電薄膜之生長及分析實驗
理學院,微電子製造技術
理學院,薄膜技術
理學院,特殊合金
理學院,透明導電氧化物薄膜製程實驗
理學院,綠色能源材料
理學院,儲能材料及元件
理學院,航空材料學
理學院,機能性表面處理
理學院,基礎光電工程數學
理學院,普通物理實習(二)
理學院,光學(一)
理學院,電磁學實習(二)
理學院,應用電子學(二)
理學院,應用電子學實驗(二)
理學院,分子光譜模擬與分析
理學院,光電數值方法
理學院,科學儀器學
理學院,量子力學導論
理學院,光學實驗(二)
理學院,光電半導體元件導論
理學院,雷射與光子學導論
理學院,光顯示器概論
理學院,光纖元件與應用概論
理學院,光學鍍膜概論
理學院,微處理器系統
理學院,全像原理與應用
理學院,固態照明技術
理學院,雷射加工原理與應用
人社學院,文章寫作(二)
人社學院,文字學(二)
人社學院,文學概論(二)
人社學院,唐代文化概論
人社學院,四書
人社學院,文化創意理論與實務
人社學院,現代文學導讀
人社學院,語言學概論
人社學院,中國文學史(二)
人社學院,詩選及習作(二)
人社學院,簡報設計理論與實務
人社學院,歷代文選及習作(二)
人社學院,神話與傳說
人社學院,國畫藝術創作
人社學院,現代小說及習作
人社學院,陶謝詩
人社學院,應用修辭學
人社學院,中國思想史(二)
人社學院,曲選及習作
人社學院,日本漢學
人社學院,宋明理學
人社學院,訓詁學
人社學院,應用美學
人社學院,禮記
人社學院,篆刻藝術創作
人社學院,唐代石刻文獻
人社學院,文心雕龍
人社學院,廣告文案
人社學院,西洋文學概論(二)
人社學院,英語聽講練習
人社學院,英文(二)
人社學院,英文作文(二)
人社學院,文學作品導讀
人社學院,字彙與閱讀技巧
人社學院,電腦輔助英語學習
人社學院,英語演說
人社學院,英文作文(四)
人社學院,語言學概論(二)
人社學院,第二外語(二)-德文
人社學院,第二外語(二)-西班牙文
人社學院,第二外語(二)-日文
人社學院,第二外語(二)-法文
人社學院,英國文學1600-1800
人社學院,小說選讀
人社學院,英文成語與修辭策略
人社學院,英語教學教法
人社學院,新聞英文寫作
人社學院,英文作文(六)
人社學院,口譯概論
人社學院,高階英文
人社學院,第二外語(四)-日文
人社學院,第二外語(四)-法文
人社學院,第二外語(四)-德文
人社學院,第二外語(四)-西班牙文
人社學院,美國文學1865以後
人社學院,英國文學1900以後
人社學院,女性作家選讀
人社學院,句法學
人社學院,西洋文化史
人社學院,畢業公演：名劇導讀與劇場實務
人社學院,第二外語會話(二)-日文
人社學院,第二外語會話(二)-德文
人社學院,語言與文化
人社學院,英美文學專論
人社學院,旅遊英文
人社學院,莎士比亞
人社學院,國際事務英文
人社學院,歐洲文學1800以後
人社學院,口譯應用
人社學院,筆譯應用
人社學院,商用英語會話
人社學院,實用日語
人社學院,中英會展口譯
資電學院,Python程式設計與應用
資電學院,MATLAB程式設計概論
資電學院,普通物理-電、磁、光實驗
資電學院,邏輯設計實習
資電學院,系統程式
資電學院,計算機演算法
資電學院,人工智慧概論與實務
資電學院,校外專業實習(寒)
資電學院,校外專業實習
資電學院,微處理機系統
資電學院,數位信號處理導論
資電學院,UNIX應用與實務
資電學院,行動應用程式開發
資電學院,組合數學
資電學院,互連網路
資電學院,作業系統(二)
資電學院,雲端應用系統開發
資電學院,軟體品質保證與軟體測試
資電學院,系統安全
資電學院,計算機概論(二)
資電學院,計算機概論實習(二)
資電學院,電子學(二)
資電學院,電子學實驗(二)
資電學院,電子材料
資電學院,積體電路導論
資電學院,超大型積體電路設計工具應用
資電學院,半導體元件
資電學院,奈米應用概論
資電學院,金氧半元件
資電學院,量子物理
資電學院,超大型積體電路設計導論
資電學院,介面設計
資電學院,信號與系統
資電學院,數位信號處理晶片應用
資電學院,超大型積體電路製程(二)
資電學院,元件可靠度概論
資電學院,半導體實驗與量測
資電學院,半導體工程
資電學院,積體電路元件模擬
資電學院,感測元件
資電學院,電子電路設計實務
資電學院,微波元件
資電學院,能源轉換
資電學院,幾何光學
資電學院,色彩學
資電學院,電波工程概論
資電學院,電力系統 (二)
資電學院,電機機械 (二)
資電學院,電力電子
資電學院,電磁干擾概論
資電學院,光電工程
資電學院,光纖工程
資電學院,基礎光電實驗
資電學院,工業配電
資電學院,基礎科技英文
資電學院,紅外線工程
資電學院,微波積體電路導論
資電學院,天線原理
資電學院,工程力學(二)
資電學院,量度工程
資電學院,光機電工程(二)
資電學院,生醫信號處理
資電學院,臨床工程
資電學院,伺服控制(含實驗)
資電學院,油氣壓控制工程
資電學院,校外專業實習(暑一)
資電學院,科技英文
資電學院,光機電系統設計
資電學院,系統模擬
資電學院,機械人工學
資電學院,生醫工程專論
資電學院,醫療器材專論
資電學院,自動光學檢測
資電學院,非線性控制系統
資電學院,最佳化理論
資電學院,通訊原理與應用
資電學院,消息理論與編碼
資電學院,高頻及微波電路實習
資電學院,嵌入式系統設計
資電學院,電信交換工程
資電學院,影像處理導論
資電學院,JAVA程式語言
資電學院,通訊電子學
資電學院,數位通訊系統
資電學院,數位通訊系統實習
資電學院,數位濾波器
資電學院,天線工程導論
建設學院,計算機程式－FORTRAN實習
建設學院,計算機程式－FORTRAN
建設學院,工程倫理
建設學院,土壤力學
建設學院,土壤力學試驗
建設學院,地形測量
建設學院,地形測量實習
建設學院,結構學(一)
建設學院,住宅健診
建設學院,混凝土品質控制與檢驗
建設學院,鋼筋混凝土(二)
建設學院,大地測量
建設學院,非破壞檢測概論
建設學院,建築物檢測科技
建設學院,飛灰混凝土
建設學院,量測系統學
建設學院,電腦在土木工程之應用
建設學院,鋼結構設計
建設學院,中等基礎工程
建設學院,智慧城市與土木工程
建設學院,工程爭議調解仲裁實務
建設學院,工程測量
建設學院,土木專業實習
建設學院,公路設計
建設學院,耐震設計
建設學院,施工學
建設學院,預力混凝土橋樑設計
建設學院,平面測量學實習(二)
建設學院,測量學(二)
建設學院,集水區經營
建設學院,數值分析與微分方程解析
建設學院,水域環境生態保育
建設學院,水土保持工程
建設學院,鋼筋混凝土學
建設學院,工程基本規劃設計
建設學院,生態工程與環境營造
建設學院,波浪力學
建設學院,河工與防洪
建設學院,坡地穩定與崩坍治理工程
建設學院,坡地保育規劃與設計
建設學院,灌溉與排水工程
建設學院,水文分析與模式應用
建設學院,工程專業實習
建設學院,水處理工程與設計
建設學院,地下水與模式應用
建設學院,車輛碰撞學
建設學院,車輛碰撞學實習
建設學院,物流概論
建設學院,經濟學實習
建設學院,電腦圖學
建設學院,大眾運輸系統學
建設學院,作業研究實習
建設學院,空運規劃與管理
建設學院,物流規劃與管理
建設學院,軌道工程
建設學院,視窗程式
建設學院,視窗程式實習
建設學院,交通肇事分析與鑑定
建設學院,地理資訊系統
建設學院,運輸保險
建設學院,運輸資料分析
建設學院,駕駛行為
建設學院,專題研究
建設學院,智慧物流
建設學院,運輸安全
建設學院,公路養護
建設學院,市區道路工程規劃設計
建設學院,軌道交通客運與業務管理
建設學院,軌道交通營運管理
建設學院,航空安全管理
建設學院,鐵路經營與管理實務
建設學院,鐵路運轉調度理論與實務
建設學院,交通績效分析
建設學院,航空站規劃與設計
建設學院,運輸企業深度實習
建設學院,都市計畫與空間資訊實習(一)
建設學院,空間資訊建置方法
建設學院,地圖學
建設學院,測量平差學
建設學院,都市計畫與空間資訊實習(三)
建設學院,程式設計(一)
建設學院,地景規劃與調查
建設學院,工程測量學
建設學院,都市防災規劃
建設學院,全球定位系統
建設學院,空間資訊分析方法
建設學院,國土及區域計畫
建設學院,都市計畫與空間資訊實習(五)
建設學院,都市經營管理
建設學院,市政學
建設學院,都市及區域計畫法規
建設學院,土地法
建設學院,城鄉風貌設計與模擬
建設學院,都市經濟學
建設學院,都市財政分析
建設學院,住宅問題與政策
建設學院,計畫理論導論
建設學院,都市更新
建設學院,環境規劃與設計
建設學院,民法(二)
建設學院,公營遊憩資源
建設學院,建築概論
建設學院,坐標幾何
建設學院,坐標幾何實習
建設學院,土地經濟學(二)
建設學院,土地經濟學(二)實習
建設學院,地理資訊系統實習
建設學院,區域與都市計劃
建設學院,不動產投資
建設學院,休閒遊憩行為
建設學院,住宅計劃
建設學院,測量平差
建設學院,測量平差實習
建設學院,行政法
建設學院,土地法(二)
建設學院,土地登記
建設學院,不動產估價實務
建設學院,研究方法
建設學院,土地利用法規
建設學院,不動產企劃與行銷
建設學院,民營遊樂區經營管理
建設學院,物業管理
建設學院,景觀設計
建設學院,衛星定位測量
建設學院,土地管理實習
建設學院,不動產經營管理
建設學院,公產管理
建設學院,強制執行法
建設學院,遊憩體驗行銷
金融學院,財金概論
金融學院,財務管理(二)實習
金融學院,財務管理(二)
金融學院,政治經濟學
金融學院,財務金融數量方法
金融學院,金融機構經營與管理
金融學院,金融時事導讀
金融學院,財富管理
金融學院,投資組合分析
金融學院,金融產業專業實習
金融學院,金融商品行銷策略
金融學院,金融與人生
金融學院,財務風險管理
金融學院,區塊鏈實務與應用
金融學院,就業準備與職場倫理
金融學院,銀行外匯業務
金融學院,證券交易法
金融學院,風險管理
金融學院,保險會計
金融學院,企業風險管理
金融學院,投資型保險
金融學院,保險實務
金融學院,保險監理
金融學院,財產保險(三)
金融學院,年金保險
金融學院,保險產業專業實習
金融學院,退休金規劃
金融學院,產險核保與理賠
金融學院,壽險醫學
金融學院,壽險保單設計
金融學院,員工福利規劃
金融學院,財務工程與精算導論
金融學院,財務數量方法
金融學院,精算定價模型(二)
金融學院,機率論(二)
金融學院,財務工程應用
金融學院,精算實務與軟體(二)
金融學院,金融創新
金融學院,預測分析
金融學院,數理統計
國際科技與管理學院,商業應用統計
國際科技與管理學院,創新專題(2)
國際科技與管理學院,英文寫作
國際科技與管理學院,商業資訊管理
國際科技與管理學院,商事法概論
國際科技與管理學院,溝通技巧(4)
國際科技與管理學院,高等C程式語言
國際科技與管理學院,MATLAB程式設計
國際科技與管理學院,基礎電磁學
國際科技與管理學院,解析幾何與微積分II
國際科技與管理學院,常微分方程
國際科技與管理學院,電子元件與設計實驗
國際科技與管理學院,電子電路分析與設計
國際科技與管理學院,商業電腦套裝軟體
國際科技與管理學院,中階漢語
國際科技與管理學院,亞裔美國史(二)
建築專業學院,表現法
建築專業學院,電腦輔助設計概論
建築專業學院,建築圖學(二)
建築專業學院,建築設計(二)
建築專業學院,建築賞析
建築專業學院,西洋建築史
建築專業學院,電腦輔助設計(二)
建築專業學院,建築構造
建築專業學院,建築設計(四)
建築專業學院,台灣建築史
建築專業學院,室內設計風格
建築專業學院,景觀概論
建築專業學院,建築結構系統
建築專業學院,建築設備
建築專業學院,建築設計(六)
建築專業學院,施工圖(一)
建築專業學院,現代建築史
建築專業學院,永續建築
建築專業學院,建築環境模擬評估
建築專業學院,計劃書寫作
建築專業學院,高效能建築
建築專業學院,3D設計軟體之應用
建築專業學院,建築設計(八)
建築專業學院,都市設計概論
建築專業學院,都市計劃學
建築專業學院,建築數位傳達
建築專業學院,法規實務
建築專業學院,海外深度實習(二)
建築專業學院,當代建築
建築專業學院,綠建築實務
建築專業學院,建築設計(十)
建築專業學院,建築趨勢論
學分學程,法律經濟學(二)
學分學程,刑法概要
學分學程,地政士實務
學分學程,導遊與領隊實務
學分學程,智慧製造
學分學程,飛航實務概論
學分學程,傳播與社會
學分學程,影像應用創作(二)
學分學程,菁英英語演講及簡報
學分學程,菁英學術英語
學分學程,菁英英語專題討論
學分學程,菁英中外文化議題討論
學分學程,事業創新
學分學程,坡地環境保育
學分學程,專業倫理與職場知能
學分學程,華語教學實習
學分學程,華語教材教法
學分學程,華語語音學
學分學程,華語口語與表達
學分學程,英語能力檢定考試策略與技巧(二)
學分學程,美語發音練習
學分學程,商用日語
學分學程,韓文(四)
學分學程,觀光日語
學分學程,日語短劇
學分學程,日語讀解
學分學程,英文閱讀(二)
學分學程,科技英文閱讀 (二)
學分學程,英文寫作(二)
學分學程,英語會話(二)
學分學程,泰語(二)
學分學程,法文(四)
學分學程,美國短篇小說導讀
學分學程,德文(二)
學分學程,德文(四)
學分學程,工業安全
學分學程,工程類專案管理理論與實務
學分學程,管理類專案管理理論與實務
學分學程,氣態生質能技術創意實作
學分學程,生質氫能與應用
學分學程,氣態生質能源生產與產業管理
學分學程,生質柴油與能源作物
學分學程,物聯網感測電路設計
學分學程,皮革污水處理
學分學程,皮革生產管理
學分學程,皮革製造
學分學程,鼎新電腦專業實習
學分學程,流體傳動產業與知識管理
學分學程,成衣材料及後處理加工
學分學程,成衣品質管理與供應鏈管理
學分學程,鞋類產業行銷通路
學分學程,鞋類產業專題講座
學分學程,智慧城市與軌道發展實務
學分學程,軌道機電系統導論
學分學程,軌道營運與管理
學分學程,航空工業製造概論(一)
通識核心課,希臘羅馬神話故事與西洋藝術
通識核心課,電影與性別
通識核心課,科學行銷概論
通識核心課,地方自治
通識核心課,住宅問題研究
通識核心課,社會形象創造專題
通識核心課,飲食文化概論
通識核心課,卓越領導力
通識核心課,專利撰寫實務
通識核心課,劇場實務(二)
通識核心課,美好時光，社群聚場(二)
通識核心課,培育3D設計夢想號學生大使
通識核心課,聲音表達與訓練
通識核心課,鑽石寶石及翡翠玉石之賞析鑑定
通識核心課,介紹台灣
通識核心課,性別與新飲食文化探索
通識核心課,彩排與公演
通識核心課,社會學習參與專題:新移民互動平台
通識核心課,APPS基礎實作
通識核心課,APPS中階實作
通識核心課,影像製作實務
通識核心課,找錢大作戰-公益募資
通識核心課,地方創生：新社實地踏查
通識核心課,社會偵探學
通識核心課,Swift語言與iOS App 設計初探
通識核心課,無人機的應用及想像
通識核心課,歌舞劇實作: 歌舞青春3 畢業季
通識核心課,新美，從心開始
通識核心課,國小孩童課後學習研究調查
通識核心課,獨立研究-跨域微學分課程(一)
通識核心課,跨國界創新極限實戰
通識核心課,APPS應用專題製作
通識核心課,獨立研究-跨域微學分課程(二)
通識核心課,就業軟能力微學分
體育選項課,體育－墊上核心
統籌科目,大一英文(二)初級
統籌科目,大一英文(二)中級
統籌科目,大一英文(二)中高級
統籌科目,大一英文(二)高級
統籌科目,大一日文(二)
統籌科目,英文(二)初級
統籌科目,英文(二)中級
統籌科目,英文(二)中高級
統籌科目,大二進階日文(二)
